"dateTime","code","value"
"2012-02-22","TN",1.66035
"2012-03-05","TN",1.63917
"2012-03-19","TN",1.63469
"2012-04-02","TN",1.55833
"2012-04-16","TN",1.49904
"2012-04-30","TN",1.46947
"2012-05-14","TN",2.03626
"2012-06-11","TN",2.01192
"2012-06-25","TN",2.39936
"2012-08-06","TN",1.08895
"2012-10-22","TN",0.93104
"2012-12-03","TN",1.30285
"2013-01-15","TN",1.53146
"2013-02-05","TN",1.63033
"2013-02-18","TN",1.81554
"2013-03-04","TN",1.90662
"2013-03-18","TN",2.06303
"2013-04-08","TN",2.23261
"2013-04-22","TN",2.22735
"2013-05-06","TN",2.81294
"2013-05-20","TN",2.43444
"2013-06-03","TN",2.45854
"2013-06-17","TN",3.40724
"2013-07-15","TN",3.42444
"2013-07-30","TN",2.34487
"2013-08-19","TN",1.63418
"2013-11-12","TN",1.15344
"2013-12-03","TN",1.22191
"2014-01-16","TN",1.68731
"2014-02-03","TN",1.69364
"2014-02-18","TN",1.76312
"2014-03-05","TN",2.18095
"2014-03-17","TN",1.86183
"2014-04-07","TN",2.17131
"2014-04-21","TN",1.87796
"2014-05-05","TN",2.24855
"2014-05-19","TN",1.73005
"2014-06-04","TN",2.64022
"2014-06-16","TN",2.07125
"2014-07-07","TN",3.06048
"2014-07-28","TN",3.47549
"2014-08-18","TN",2.06249
"2014-10-20","TN",1.8557
"2014-12-08","TN",1.5388
"2015-01-12","TN",1.60626
"2015-02-24","TN",1.93779
"2015-03-09","TN",1.65846
"2015-03-23","TN",1.75975
"2015-04-06","TN",1.48479
"2015-04-20","TN",1.56927
"2015-05-07","TN",1.41147
"2015-05-18","TN",1.89347
"2015-06-01","TN",2.58307
"2015-06-15","TN",2.16753
"2015-06-29","TN",2.83166
"2015-07-13","TN",2.21487
"2015-08-10","TN",1.75782
"2015-10-05","TN",2.09666
"2015-12-07","TN",1.94011
"2016-01-11","TN",1.93496
"2016-02-03","TN",2.28808
"2016-02-25","TN",1.8632
"2016-03-07","TN",2.14789
"2016-03-21","TN",1.89705
"2016-04-04","TN",2.36317
"2016-04-18","TN",2.38339
"2016-05-02","TN",2.45681
"2016-05-23","TN",3.04204
"2016-06-06","TN",2.98664
"2016-06-20","TN",2.57474
"2016-07-11","TN",2.71754
"2016-07-25","TN",2.16593
"2016-08-22","TN",1.66473
"2016-10-20","TN",2.94
"2016-12-12","TN",2.74
"2017-01-23","TN",2.74
"2017-02-13","TN",2.53
"2017-02-28","TN",2.5
"2017-03-13","TN",2.75
"2017-03-27","TN",2.09929
"2017-04-10","TN",2.64
"2017-04-24","TN",3.32
"2017-05-08","TN",2.16
"2017-05-25","TN",2.08
"2017-06-08","TN",2.34
"2017-06-19","TN",2.4
"2017-07-10","TN",2.42
"2017-07-25","TN",2.18
"2017-08-14","TN",1.79
"2017-10-16","TN",1.11
"2017-12-14","TN",2.17
"2018-01-23","TN",1.93005
"2018-02-08","TN",2.37899
"2018-03-01","TN",1.56664
"2018-03-12","TN",1.49204
"2018-03-26","TN",1.55243
"2018-04-09","TN",1.74284
"2018-04-23","TN",1.72026
"2018-05-07","TN",1.77202
"2018-05-21","TN",2.1696
"2018-06-04","TN",2.43212
"2018-06-21","TN",2.04552
"2018-07-09","TN",3.17705
"2018-07-23","TN",3.14361
"2018-08-13","TN",2.13212
